Game.ID,Date,Away.Team,Away.Team.ID,A.Score,away_week,DaysofRest.Away.Team,Home.Team,H.Team.ID,No.of.Players.H,No.of.Players.A,H.Score,home_week,DaysofRest.Home.Team,A.Player1,WA1,A.MP1,A.Player2,WA2,A.MP2,A.Player3,WA3,A.MP3,A.Player4,WA4,A.MP4,A.Player5,WA5,A.MP5,A.Player6,WA6,A.MP6,A.Player7,WA7,A.MP7,A.Player8,WA8,A.MP8,A.Player9,WA9,A.MP9,A.Player10,WA10,A.MP10,A.Player11,WA11,A.MP11,A.Player12,WA12,A.Player9.1,A.MP9.1,A.Player10.1,A.MP10.1,A.Player11.1,A.MP11.1,A.Player12.1,A.MP12,H.Player1,WH1,MP1,H.Player2,WH2,MP2,H.Player3,WH3,MP3,H.Player4,WH4,MP4,H.Player5,WH5,MP5,H.Player6,WH6,MP6,H.Player7,WH7,MP7,H.Player8,WH8,MP8,H.Player9,WH9,MP9,H.Player10,WH10,MP10,H.Player11,WH11,MP11,H.Player12,WH12,MP12
1103,28/03/2016,New York Knicks,20,91,75,2,New Orleans Pelicans,19,11,11,99,73,2,67,0.149444444,35.86666667,278,0.144652778,34.71666667,241,0.126180556,30.28333333,391,0.125069444,30.01666667,407,0.073402778,17.61666667,35,0.115486111,27.71666667,289,0.092986111,22.31666667,117,0.064375,15.45,269,0.045555556,10.93333333,213,0.041527778,9.966666667,282,0.021319444,5.116666667,NA,0,269,10.93333333,213,9.966666667,282,5.116666667,NA,0,101,0.167916667,40.3,246,0.1425,34.2,13,0.108333333,26,301,0.101736111,24.41666667,356,0.032013889,7.683333333,446,0.102916667,24.7,442,0.095069444,22.81666667,261,0.088472222,21.23333333,15,0.083888889,20.13333333,236,0.077152778,18.51666667,NA,0,0,NA,0,0
1104,28/03/2016,Sacramento Kings,26,93,74,1,Portland Trail Blazers,25,9,12,105,75,2,411,0.140208333,33.65,103,0.133888889,32.13333333,275,0.131458333,31.55,357,0.123888889,29.73333333,372,0.115277778,27.66666667,473,0.139375,33.45,39,0.110138889,26.43333333,186,0.091875,22.05,68,0.013888889,3.333333333,NA,0,0,NA,0,0,NA,0,68,3.333333333,NA,0,NA,0,NA,0,96,0.122246618,28.76666667,60,0.10354841,24.36666667,5,0.10149444,23.88333333,321,0.096678235,22.75,317,0.085841773,20.2,352,0.101069481,23.78333333,135,0.098236419,23.11666667,14,0.090445499,21.28333333,156,0.087116651,20.5,54,0.073517955,17.3,299,0.019902259,4.683333333,83,0.019902259,4.683333333
1105,28/03/2016,Oklahoma City Thunder,21,119,74,2,Toronto Raptors,28,11,12,100,73,2,265,0.153680556,36.88333333,400,0.142083333,34.1,409,0.136319444,32.71666667,426,0.117916667,28.3,22,0.103055556,24.73333333,122,0.114722222,27.53333333,141,0.082083333,19.7,378,0.057916667,13.9,283,0.050486111,12.11666667,31,0.030347222,7.283333333,65,0.011388889,2.733333333,NA,0,283,12.11666667,31,7.283333333,65,2.733333333,NA,0,281,0.151875,36.45,110,0.140069444,33.61666667,353,0.115902778,27.81666667,231,0.110416667,26.5,300,0.063958333,15.35,365,0.1225,29.4,89,0.109930556,26.38333333,41,0.074236111,17.81666667,189,0.068680556,16.48333333,203,0.015347222,3.683333333,109,0.013541667,3.25,298,0.013541667,3.25
1106,28/03/2016,Los Angeles Lakers,14,75,74,1,Utah Jazz,29,12,12,123,74,2,234,0.141736111,34.01666667,93,0.121666667,29.2,274,0.115555556,27.73333333,396,0.098611111,23.66666667,247,0.098611111,23.66666667,305,0.095416667,22.9,296,0.074027778,17.76666667,403,0.069791667,16.75,322,0.051597222,12.38333333,50,0.051388889,12.33333333,430,0.05,12,390,0.031597222,322,12.38333333,50,12.33333333,430,12,390,7.583333333,417,0.121666667,29.2,392,0.119236111,28.61666667,398,0.116458333,27.95,115,0.110902778,26.61666667,160,0.092777778,22.26666667,220,0.086458333,20.75,381,0.078333333,18.8,454,0.072291667,17.35,452,0.0675,16.2,76,0.060555556,14.53333333,453,0.040972222,9.833333333,208,0.032847222,7.883333333
1107,29/03/2016,Houston Rockets,11,106,75,2,Cleveland Cavaliers,6,10,12,100,74,3,188,0.184722222,44.33333333,451,0.165902778,39.81666667,364,0.129930556,31.18333333,131,0.128194444,30.76666667,125,0.040416667,9.7,324,0.114305556,27.43333333,84,0.070694444,16.96666667,253,0.070486111,16.91666667,87,0.057986111,13.91666667,202,0.037361111,8.966666667,NA,0,0,NA,0,87,13.91666667,202,8.966666667,NA,0,NA,0,284,0.155138889,37.23333333,171,0.144513889,34.68333333,179,0.143819444,34.51666667,267,0.122986111,29.51666667,444,0.036180556,8.683333333,455,0.163819444,39.31666667,320,0.084236111,20.21666667,386,0.047916667,11.5,70,0.043472222,10.43333333,190,0.033541667,8.05,335,0.024375,5.85,NA,0,0
1108,29/03/2016,Oklahoma City Thunder,21,82,75,1,Detroit Pistons,9,11,11,88,75,3,426,0.146944444,35.26666667,400,0.144583333,34.7,122,0.143333333,34.4,22,0.090902778,21.81666667,283,0.076111111,18.26666667,141,0.102569444,24.61666667,378,0.097222222,23.33333333,242,0.065555556,15.73333333,31,0.05875,14.1,65,0.055416667,13.3,344,0.018611111,4.466666667,NA,0,31,14.1,65,13.3,344,4.466666667,NA,0,308,0.156516909,37.56666667,264,0.156447469,37.55,445,0.143878897,34.53333333,19,0.142628984,34.23333333,385,0.114992014,27.6,424,0.084994098,20.4,422,0.074925352,17.98333333,34,0.074855913,17.96666667,32,0.038886188,9.333333333,104,0.011874175,2.85,NA,0,0,NA,0,0
1109,29/03/2016,Washington Wizards,30,94,74,2,Golden State Warriors,10,12,12,102,74,2,359,0.142638889,34.23333333,227,0.142569444,34.21666667,47,0.129930556,31.18333333,306,0.106666667,25.6,314,0.099583333,23.9,151,0.07625,18.3,195,0.074722222,17.93333333,342,0.073055556,17.53333333,377,0.069791667,16.75,310,0.040416667,9.7,176,0.024375,5.85,258,0.02,377,16.75,310,9.7,176,5.85,258,4.8,128,0.151388889,36.33333333,165,0.144861111,34.76666667,423,0.144583333,34.7,273,0.131805556,31.63333333,24,0.078472222,18.83333333,292,0.091666667,22,415,0.085347222,20.48333333,169,0.07125,17.1,315,0.042569444,10.21666667,18,0.036527778,8.766666667,191,0.021527778,5.166666667,NA,0,0
1110,29/03/2016,Chicago Bulls,5,98,74,1,Indiana Pacers,12,12,12,96,74,2,216,0.147926939,35.5,367,0.13556497,32.53333333,116,0.120286131,28.86666667,328,0.070352108,16.88333333,429,0.042989096,10.31666667,349,0.152163345,36.51666667,134,0.100215293,24.05,1,0.084450309,20.26666667,127,0.064865616,15.56666667,44,0.041600111,9.983333333,92,0.027640808,6.633333333,250,0.011945274,127,15.56666667,44,9.983333333,92,6.633333333,250,2.866666667,368,0.152083333,36.5,336,0.13125,31.5,154,0.13125,31.5,170,0.120694444,28.96666667,338,0.065902778,15.81666667,418,0.112222222,26.93333333,291,0.07,16.8,457,0.06875,16.5,393,0.06875,16.5,61,0.048194444,11.56666667,237,0.030902778,7.416666667,NA,0,0
1111,29/03/2016,Brooklyn Nets,3,105,74,1,Orlando Magic,22,12,12,139,74,3,414,0.137569444,33.01666667,438,0.132083333,31.7,410,0.081527778,19.56666667,45,0.063680556,15.28333333,56,0.061180556,14.68333333,469,0.105972222,25.43333333,408,0.096944444,23.26666667,167,0.087569444,21.01666667,313,0.087013889,20.88333333,78,0.068125,16.35,474,0.051041667,12.25,124,0.027291667,313,20.88333333,78,16.35,474,12.25,124,6.55,2,0.110902778,26.61666667,136,0.108680556,26.08333333,466,0.108680556,26.08333333,147,0.096875,23.25,121,0.083541667,20.05,312,0.103125,24.75,62,0.091319444,21.91666667,26,0.089097222,21.38333333,201,0.088402778,21.21666667,51,0.066736111,16.01666667,120,0.028055556,6.733333333,413,0.024583333,5.9
1112,29/03/2016,Charlotte Hornets,4,100,74,3,Philadelphia 76ers,23,11,11,85,75,2,346,0.156597222,37.58333333,91,0.153958333,36.95,259,0.148680556,35.68333333,316,0.12875,30.9,85,0.107083333,25.7,7,0.087638889,21.03333333,211,0.084166667,20.2,150,0.07125,17.1,240,0.051319444,12.31666667,456,0.005277778,1.266666667,459,0.005277778,1.266666667,NA,0,240,12.31666667,456,1.266666667,459,1.266666667,NA,0,174,0.169583333,40.7,389,0.125625,30.15,168,0.122291667,29.35,172,0.113472222,27.23333333,66,0.092222222,22.13333333,347,0.135486111,32.51666667,427,0.084166667,20.2,139,0.079166667,19,260,0.049375,11.85,80,0.028611111,6.866666667,NA,0,0,NA,0,0
1113,30/03/2016,New York Knicks,20,89,76,2,Dallas Mavericks,7,10,10,91,75,2,117,0.14375,34.5,67,0.140277778,33.66666667,391,0.12875,30.9,407,0.100277778,24.06666667,241,0.040416667,9.7,35,0.130208333,31.25,213,0.09625,23.1,289,0.092847222,22.28333333,282,0.070555556,16.93333333,269,0.056666667,13.6,NA,0,0,NA,0,282,16.93333333,269,13.6,NA,0,NA,0,471,0.155614193,37.35,383,0.144920492,34.78333333,123,0.136379418,32.73333333,248,0.120130546,28.83333333,132,0.074092077,17.78333333,175,0.125130199,30.03333333,119,0.10478439,25.15,478,0.08089716,19.41666667,105,0.058051524,13.93333333,NA,0,0,NA,0,0,NA,0,0
1114,30/03/2016,Miami Heat,16,100,74,2,Los Angeles Lakers,14,8,11,102,75,2,302,0.155220126,41.13333333,133,0.145597484,38.58333333,159,0.143144654,37.93333333,221,0.137421384,36.41666667,16,0.053647799,14.21666667,166,0.146226415,38.75,244,0.110754717,29.35,251,0.107987421,28.61666667,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,247,0.146908999,38.93333333,234,0.136029181,36.05,93,0.133010502,35.25,396,0.12382869,32.81666667,274,0.032953902,8.733333333,290,0.116847997,30.96666667,50,0.098421483,26.08333333,403,0.081064084,21.48333333,305,0.06697692,17.75,296,0.063958242,16.95,NA,0,0,NA,0,0
1115,30/03/2016,Denver Nuggets,8,109,76,2,Memphis Grizzlies,15,11,12,105,75,2,140,0.128680556,30.88333333,348,0.119513889,28.68333333,183,0.114027778,27.36666667,262,0.100763889,24.18333333,152,0.083819444,20.11666667,472,0.137222222,32.93333333,94,0.096111111,23.06666667,102,0.094583333,22.7,224,0.06875,16.5,38,0.056458333,13.55,329,6.94E-05,0.016666667,NA,0,224,16.5,38,13.55,329,0.016666667,NA,0,318,0.168472222,40.43333333,477,0.139722222,33.53333333,235,0.105,25.2,447,0.092847222,22.28333333,73,0.070972222,17.03333333,193,0.107638889,25.83333333,287,0.106736111,25.61666667,467,0.096597222,23.18333333,475,0.049930556,11.98333333,382,0.030208333,7.25,402,0.020208333,4.85,198,0.011666667,2.8
1116,30/03/2016,Phoenix Suns,24,94,75,2,Milwaukee Bucks,17,10,11,105,75,4,361,0.163460871,39.23333333,11,0.162835914,39.08333333,118,0.158530658,38.05,52,0.15255885,36.61666667,463,0.142281786,34.15,395,0.089091035,21.38333333,229,0.041177696,9.883333333,226,0.035830845,8.6,72,0.035553087,8.533333333,33,0.018679258,4.483333333,NA,0,0,NA,0,72,8.533333333,33,4.483333333,NA,0,NA,0,180,0.150208333,36.05,271,0.141527778,33.96666667,157,0.132777778,31.86666667,162,0.114166667,27.4,214,0.050277778,12.06666667,379,0.1075,25.8,225,0.0975,23.4,458,0.094652778,22.71666667,332,0.056875,13.65,164,0.054513889,13.08333333,NA,0,0,NA,0,0
1117,30/03/2016,Los Angeles Clippers,13,99,74,2,Minnesota Timberwolves,18,12,12,79,75,2,79,0.127161608,30.51666667,107,0.123064102,29.53333333,470,0.11750816,28.2,178,0.112507813,27,297,0.086117091,20.66666667,206,0.120841725,29,184,0.074449615,17.86666667,362,0.072852281,17.48333333,36,0.060490312,14.51666667,86,0.049378429,11.85,63,0.029307591,7.033333333,205,0.026321272,36,14.51666667,86,11.85,63,7.033333333,205,6.316666667,388,0.104930556,25.18333333,27,0.102013889,24.48333333,254,0.097847222,23.48333333,476,0.092430556,22.18333333,161,0.090069444,21.61666667,412,0.108819444,26.11666667,464,0.095069444,22.81666667,341,0.084027778,20.16666667,431,0.0825,19.8,163,0.07,16.8,4,0.045972222,11.03333333,98,0.026319444,6.316666667
1118,30/03/2016,Washington Wizards,30,111,75,1,Sacramento Kings,26,10,11,120,75,2,227,0.167361111,40.16666667,47,0.145486111,34.91666667,314,0.133888889,32.13333333,306,0.121666667,29.2,359,0.116388889,27.93333333,151,0.105069444,25.21666667,342,0.089513889,21.48333333,195,0.065486111,15.71666667,377,0.03875,9.3,258,0.016388889,3.933333333,NA,0,0,NA,0,377,9.3,258,3.933333333,NA,0,NA,0,375,0.140486111,33.71666667,397,0.140208333,33.65,111,0.134791667,32.35,411,0.071458333,17.15,372,0.053611111,12.86666667,103,0.129027778,30.96666667,357,0.109097222,26.18333333,473,0.097083333,23.3,275,0.065208333,15.65,39,0.059027778,14.16666667,NA,0,0,NA,0,0
1119,30/03/2016,New Orleans Pelicans,19,92,74,2,San Antonio Spurs,27,9,12,100,75,2,101,0.156260851,37.5,13,0.132786999,31.86666667,236,0.128689492,30.88333333,446,0.11466074,27.51666667,356,0.105701785,25.36666667,442,0.103826655,24.91666667,187,0.100423641,24.1,301,0.08056115,19.33333333,261,0.077088687,18.5,NA,0,0,NA,0,0,NA,0,261,18.5,NA,0,NA,0,NA,0,286,0.138758365,32.48333333,441,0.114053823,26.7,448,0.113769045,26.63333333,255,0.094688879,22.16666667,100,0.075181546,17.6,303,0.10252029,24,366,0.086999858,20.36666667,46,0.067848498,15.88333333,279,0.06343443,14.85,268,0.058735583,13.75,232,0.046774883,10.95,43,0.0372348,8.716666667
1120,30/03/2016,Atlanta Hawks,1,97,76,2,Toronto Raptors,28,12,10,105,74,2,263,0.103472222,24.83333333,369,0.099444444,23.86666667,280,0.098125,23.55,6,0.095347222,22.88333333,207,0.093263889,22.38333333,443,0.102916667,24.7,331,0.100555556,24.13333333,113,0.097361111,23.36666667,277,0.060208333,14.45,435,0.050138889,12.03333333,330,0.05,12,272,0.049166667,277,14.45,435,12.03333333,330,12,272,11.8,281,0.166805556,40.03333333,110,0.154236111,37.01666667,231,0.129027778,30.96666667,353,0.104305556,25.03333333,203,0.063402778,15.21666667,365,0.136597222,32.78333333,433,0.095694444,22.96666667,89,0.078958333,18.95,41,0.070972222,17.03333333,NA,0,0,NA,0,0,NA,0,0
1121,30/03/2016,Golden State Warriors,10,103,75,1,Utah Jazz,29,11,10,96,75,2,128,0.161886792,42.9,423,0.159496855,42.26666667,165,0.159119497,42.16666667,273,0.146540881,38.83333333,24,0.064465409,17.08333333,415,0.106477987,28.21666667,292,0.053459119,14.16666667,315,0.045283019,12,169,0.035345912,9.366666667,18,0.035157233,9.316666667,53,0.032767296,8.683333333,NA,0,169,9.366666667,18,9.316666667,53,8.683333333,NA,0,160,0.173899371,46.08333333,417,0.153836478,40.76666667,392,0.146666667,38.86666667,398,0.142578616,37.78333333,115,0.070251572,18.61666667,220,0.117672956,31.18333333,454,0.09427673,24.98333333,452,0.054654088,14.48333333,381,0.046163522,12.23333333,NA,0,0,NA,0,0,NA,0,0
1122,31/03/2016,Brooklyn Nets,3,87,75,2,Cleveland Cavaliers,6,11,12,107,75,2,414,0.135277778,32.46666667,436,0.115902778,27.81666667,45,0.102222222,24.53333333,469,0.088888889,21.33333333,167,0.077222222,18.53333333,313,0.100069444,24.01666667,438,0.094722222,22.73333333,408,0.087569444,21.01666667,124,0.085972222,20.63333333,78,0.084097222,20.18333333,474,0.028055556,6.733333333,NA,0,124,20.63333333,78,20.18333333,474,6.733333333,NA,0,293,0.131466133,30.66666667,267,0.106673335,24.88333333,179,0.106673335,24.88333333,284,0.10424407,24.31666667,444,0.074807088,17.45,455,0.1021006,23.81666667,70,0.099099743,23.11666667,171,0.084667048,19.75,320,0.070948843,16.55,386,0.05144327,12,335,0.039011146,9.1,190,0.02886539,6.733333333
1123,31/03/2016,Chicago Bulls,5,103,75,2,Houston Rockets,11,11,10,100,76,2,216,0.162569444,39.01666667,367,0.131666667,31.6,116,0.049791667,11.95,44,0.041944444,10.06666667,328,0.038194444,9.166666667,349,0.158055556,37.93333333,127,0.154861111,37.16666667,134,0.092361111,22.16666667,1,0.065972222,15.83333333,92,0.062708333,15.05,250,0.041875,10.05,NA,0,1,15.83333333,92,15.05,250,10.05,NA,0,188,0.176401139,42.33333333,364,0.154802417,37.15,451,0.149246475,35.81666667,131,0.12042503,28.9,125,0.051948052,12.46666667,324,0.128689492,30.88333333,202,0.076255296,18.3,84,0.073477325,17.63333333,87,0.068754775,16.5,NA,0,0,NA,0,0,NA,0,0
1124,31/03/2016,Orlando Magic,22,114,75,2,Indiana Pacers,12,12,12,94,75,2,147,0.150486111,36.11666667,466,0.147986111,35.51666667,136,0.122986111,29.51666667,2,0.082013889,19.68333333,121,0.062986111,15.11666667,26,0.106041667,25.45,351,0.105763889,25.38333333,51,0.077013889,18.48333333,312,0.063541667,15.25,62,0.037986111,9.116666667,201,0.033680556,8.083333333,120,0.009513889,312,15.25,62,9.116666667,201,8.083333333,120,2.283333333,368,0.142466522,33.86666667,170,0.140152843,33.31666667,336,0.116665498,27.73333333,154,0.112879478,26.83333333,338,0.102082311,24.26666667,291,0.099838744,23.73333333,457,0.08497511,20.2,61,0.071864264,17.08333333,393,0.063240552,15.03333333,237,0.046624132,11.08333333,418,0.009605272,2.283333333,158,0.009605272,2.283333333
1125,31/03/2016,Denver Nuggets,8,95,77,1,New Orleans Pelicans,19,10,10,101,75,1,152,0.157361111,37.76666667,140,0.107777778,25.86666667,262,0.103402778,24.81666667,348,0.09625,23.1,183,0.088888889,21.33333333,472,0.126111111,30.26666667,94,0.120208333,28.85,102,0.090694444,21.76666667,38,0.064652778,15.51666667,224,0.044652778,10.71666667,NA,0,0,NA,0,38,15.51666667,224,10.71666667,NA,0,NA,0,101,0.153402778,36.81666667,301,0.151875,36.45,446,0.151527778,36.36666667,236,0.134930556,32.38333333,356,0.062569444,15.01666667,187,0.125,30,442,0.122083333,29.3,13,0.064722222,15.53333333,261,0.033888889,8.133333333,NA,0,0,NA,0,0,NA,0,0
1126,31/03/2016,Los Angeles Clippers,13,117,75,1,Oklahoma City Thunder,21,9,11,119,76,2,184,0.166458333,39.95,36,0.163402778,39.21666667,470,0.156180556,37.48333333,86,0.125416667,30.1,297,0.055347222,13.28333333,206,0.144861111,34.76666667,362,0.082222222,19.73333333,205,0.072708333,17.45,63,0.033402778,8.016666667,NA,0,0,NA,0,0,NA,0,63,8.016666667,NA,0,NA,0,NA,0,265,0.168333333,40.4,400,0.149236111,35.81666667,22,0.137708333,33.05,426,0.124930556,29.98333333,409,0.115486111,27.71666667,378,0.086458333,20.75,141,0.073194444,17.56666667,283,0.068541667,16.45,122,0.0675,16.2,31,0.008611111,2.066666667,NA,0,0,NA,0,0
1127,31/03/2016,Boston Celtics,2,109,75,3,Portland Trail Blazers,25,9,10,116,76,3,37,0.145843461,35,181,0.14410723,34.58333333,173,0.14119036,33.88333333,17,0.116466421,27.95,196,0.093756511,22.5,148,0.124522536,29.88333333,309,0.110146538,26.43333333,257,0.072852281,17.48333333,230,0.051114661,12.26666667,NA,0,0,NA,0,0,NA,0,230,12.26666667,NA,0,NA,0,NA,0,5,0.151041667,36.25,96,0.150902778,36.21666667,60,0.150763889,36.18333333,317,0.105208333,25.25,321,0.091875,22.05,14,0.117916667,28.3,156,0.101597222,24.38333333,135,0.092777778,22.26666667,352,0.037916667,9.1,NA,0,0,NA,0,0,NA,0,0
1128,01/04/2016,Cleveland Cavaliers,6,110,76,1,Atlanta Hawks,1,9,11,108,77,2,293,0.167610063,44.41666667,284,0.157169811,41.65,179,0.147295597,39.03333333,267,0.12754717,33.8,444,0.044968553,11.91666667,455,0.126540881,33.53333333,171,0.108930818,28.86666667,320,0.069748428,18.48333333,70,0.050188679,13.3,NA,0,0,NA,0,0,NA,0,70,13.3,NA,0,NA,0,NA,0,6,0.159202415,42.18333333,369,0.155491257,41.2,280,0.155365455,41.16666667,207,0.144420682,38.26666667,263,0.142785256,37.83333333,435,0.05635929,14.93333333,113,0.052773934,13.98333333,277,0.049943389,13.23333333,443,0.048559567,12.86666667,331,0.035098755,9.3,NA,0,0,NA,0,0
1129,01/04/2016,Philadelphia 76ers,23,91,76,3,Charlotte Hornets,4,10,10,100,75,3,174,0.131597222,31.58333333,168,0.123819444,29.71666667,172,0.100625,24.15,66,0.098263889,23.58333333,209,0.083055556,19.93333333,347,0.121805556,29.23333333,389,0.119652778,28.71666667,139,0.101736111,24.41666667,427,0.085763889,20.58333333,260,0.033680556,8.083333333,NA,0,0,NA,0,427,20.58333333,260,8.083333333,NA,0,NA,0,91,0.151041667,36.25,259,0.148958333,35.75,346,0.138680556,33.28333333,316,0.125902778,30.21666667,85,0.112083333,26.9,212,0.1,24,7,0.087916667,21.1,150,0.074097222,17.78333333,211,0.061319444,14.71666667,NA,0,0,NA,0,0,NA,0,0
1130,01/04/2016,Dallas Mavericks,7,98,76,2,Detroit Pistons,9,10,10,89,76,3,471,0.178055556,42.73333333,123,0.156111111,37.46666667,175,0.144444444,34.66666667,248,0.135763889,32.58333333,478,0.092291667,22.15,119,0.118333333,28.4,404,0.10125,24.3,105,0.050208333,12.05,71,0.023402778,5.616666667,132,0.000138889,0.033333333,NA,0,0,NA,0,71,5.616666667,132,0.033333333,NA,0,NA,0,264,0.187986111,45.11666667,445,0.166875,40.05,308,0.165208333,39.65,19,0.147708333,35.45,385,0.134652778,32.31666667,424,0.065347222,15.68333333,422,0.057708333,13.85,34,0.052291667,12.55,32,0.022222222,5.333333333,NA,0,0,NA,0,0,NA,0,0
1131,01/04/2016,Boston Celtics,2,109,76,1,Golden State Warriors,10,9,12,106,76,2,148,0.155138889,37.23333333,37,0.145416667,34.9,173,0.138680556,33.28333333,196,0.110763889,26.58333333,17,0.109861111,26.36666667,309,0.115555556,27.73333333,230,0.083055556,19.93333333,257,0.072152778,17.31666667,434,0.069375,16.65,NA,0,0,NA,0,0,NA,0,434,16.65,NA,0,NA,0,NA,0,273,0.154375,37.05,423,0.152569444,36.61666667,128,0.152569444,36.61666667,165,0.145694444,34.96666667,24,0.076388889,18.33333333,415,0.083055556,19.93333333,292,0.071597222,17.18333333,315,0.047430556,11.38333333,18,0.042986111,10.31666667,169,0.038541667,9.25,53,0.034791667,8.35,NA,0,0
1132,01/04/2016,Toronto Raptors,28,99,75,2,Memphis Grizzlies,15,9,11,95,76,2,110,0.151944444,36.46666667,281,0.151805556,36.43333333,231,0.150208333,36.05,353,0.127083333,30.5,203,0.090694444,21.76666667,365,0.109305556,26.23333333,89,0.09625,23.1,433,0.072916667,17.5,41,0.049791667,11.95,NA,0,0,NA,0,0,NA,0,41,11.95,NA,0,NA,0,NA,0,477,0.122630373,29.43333333,318,0.112006111,26.88333333,235,0.108186931,25.96666667,447,0.089785432,21.55,73,0.083466426,20.03333333,287,0.120616624,28.95,193,0.116519686,27.96666667,475,0.091799181,22.03333333,467,0.079438928,19.06666667,198,0.075550309,18.13333333,NA,0,0,NA,0,0
1133,01/04/2016,Orlando Magic,22,110,76,1,Milwaukee Bucks,17,11,11,113,76,2,466,0.157152778,37.71666667,147,0.136944444,32.86666667,2,0.133194444,31.96666667,136,0.126111111,30.26666667,121,0.045555556,10.93333333,351,0.089722222,21.53333333,312,0.085763889,20.58333333,51,0.073194444,17.56666667,26,0.066805556,16.03333333,201,0.064722222,15.53333333,62,0.020833333,5,NA,0,26,16.03333333,201,15.53333333,62,5,NA,0,180,0.171458333,41.15,157,0.162986111,39.11666667,271,0.157361111,37.76666667,162,0.129444444,31.06666667,379,0.093680556,22.48333333,458,0.106319444,25.51666667,332,0.070555556,16.93333333,164,0.049444444,11.86666667,225,0.047222222,11.33333333,228,0.011527778,2.766666667,NA,0,0,NA,0,0
1134,01/04/2016,Brooklyn Nets,3,91,76,1,New York Knicks,20,10,12,105,77,2,414,0.126597222,30.38333333,56,0.125277778,30.06666667,438,0.113402778,27.21666667,469,0.098263889,23.58333333,394,0.061458333,14.75,408,0.138263889,33.18333333,313,0.119097222,28.58333333,78,0.086597222,20.78333333,167,0.074722222,17.93333333,124,0.056319444,13.51666667,NA,0,0,NA,0,167,17.93333333,124,13.51666667,NA,0,NA,0,391,0.120555556,28.93333333,213,0.120138889,28.83333333,67,0.104097222,24.98333333,117,0.099930556,23.98333333,407,0.069930556,16.78333333,35,0.109097222,26.18333333,289,0.100833333,24.2,82,0.095902778,23.01666667,269,0.093263889,22.38333333,282,0.079444444,19.06666667,295,0.006805556,1.633333333,NA,0,0
1135,01/04/2016,Washington Wizards,30,106,76,2,Phoenix Suns,24,11,11,99,76,2,227,0.171111111,41.06666667,47,0.143541667,34.45,314,0.141944444,34.06666667,359,0.141319444,33.91666667,306,0.12125,29.1,151,0.081180556,19.48333333,342,0.071319444,17.11666667,377,0.060694444,14.56666667,195,0.058055556,13.93333333,176,0.007430556,1.783333333,310,0.002152778,0.516666667,NA,0,195,13.93333333,176,1.783333333,310,0.516666667,NA,0,463,0.164305556,39.43333333,361,0.14875,35.7,118,0.144375,34.65,395,0.138888889,33.33333333,11,0.099027778,23.76666667,333,0.133819444,32.11666667,226,0.069861111,16.76666667,33,0.052152778,12.51666667,72,0.045972222,11.03333333,9,0.002847222,0.683333333,NA,0,0,NA,0,0
1136,01/04/2016,Miami Heat,16,112,75,2,Sacramento Kings,26,8,12,106,76,2,221,0.152013889,36.48333333,302,0.143402778,34.41666667,155,0.137013889,32.88333333,159,0.12625,30.3,16,0.072638889,17.43333333,166,0.127013889,30.48333333,251,0.126875,30.45,244,0.114791667,27.55,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,397,0.164583333,39.5,411,0.131805556,31.63333333,375,0.119375,28.65,473,0.092222222,22.13333333,372,0.056805556,13.63333333,103,0.141944444,34.06666667,275,0.092569444,22.21666667,39,0.088333333,21.2,186,0.079930556,19.18333333,357,0.032430556,7.783333333,111,0,0,NA,0,0
1137,01/04/2016,Minnesota Timberwolves,18,85,76,2,Utah Jazz,29,12,11,98,76,2,476,0.1675,40.2,27,0.156180556,37.48333333,254,0.146111111,35.06666667,388,0.117708333,28.25,161,0.043888889,10.53333333,341,0.146388889,35.13333333,412,0.080902778,19.41666667,163,0.053333333,12.8,431,0.051944444,12.46666667,464,0.023958333,5.75,4,0.006041667,1.45,98,0.006041667,431,12.46666667,464,5.75,4,1.45,98,1.45,392,0.167777778,40.26666667,160,0.151527778,36.36666667,398,0.149583333,35.9,454,0.145138889,34.83333333,417,0.138333333,33.2,220,0.066597222,15.98333333,452,0.066319444,15.91666667,381,0.061666667,14.8,208,0.038958333,9.35,76,0.014097222,3.383333333,NA,0,0,NA,0,0
1138,02/04/2016,Detroit Pistons,9,94,77,1,Chicago Bulls,5,9,11,90,76,2,264,0.167291667,40.15,308,0.164375,39.45,445,0.160277778,38.46666667,385,0.145763889,34.98333333,19,0.115277778,27.66666667,34,0.084722222,20.33333333,422,0.068333333,16.4,424,0.054236111,13.01666667,32,0.039722222,9.533333333,NA,0,0,NA,0,0,NA,0,32,9.533333333,NA,0,NA,0,NA,0,216,0.163055556,39.13333333,367,0.140416667,33.7,134,0.133611111,32.06666667,328,0.116111111,27.86666667,44,0.055763889,13.38333333,250,0.103125,24.75,349,0.098263889,23.58333333,1,0.065902778,15.81666667,127,0.064652778,15.51666667,92,0.059097222,14.18333333,NA,0,0,NA,0,0
